algorithm,way,sourceSize,matchResultsSize,matchResults_rate,lz4,lz4_rate,gz,gz_rate,bz,bz_rate,7z,7z_rate,zip,zip_rate,double_lz4,double_lz4_rate,double_gz,double_gz_rate,double_bz,double_bz_rate,double_7z,double_7z_rate,double_zip,double_zip_rate
Drain_results,Hadoop_0.80,181867,7559,0.04156,668,0.00367,404,0.00222,330,0.00181,355,0.00195,499,0.00274
Drain_results,Hadoop_0.40,181867,14349,0.0789,3085,0.01696,1909,0.0105,1752,0.00963,1467,0.00807,2004,0.01102
Drain_results,Hadoop_0.50,181867,20386,0.11209,2300,0.01265,1433,0.00788,1240,0.00682,1044,0.00574,1528,0.0084
Drain_results,Hadoop_0.10,181867,37318,0.20519,5896,0.03242,3596,0.01977,3081,0.01694,2874,0.0158,3691,0.0203
Drain_results,Hadoop_0.30,181867,25213,0.13863,4482,0.02464,2839,0.01561,2529,0.01391,2243,0.01233,2934,0.01613
Drain_results,Linux_0.90,144859,5004,0.03454,2682,0.01851,1891,0.01305,2010,0.01388,1990,0.01374,1986,0.01371
Drain_results,Hadoop_0.70,181867,11307,0.06217,955,0.00525,563,0.0031,422,0.00232,386,0.00212,658,0.00362
Drain_results,Linux_0.10,144859,34105,0.23544,3578,0.0247,2523,0.01742,2922,0.02017,2526,0.01744,2618,0.01807
Drain_results,Linux_0.50,144859,25019,0.17271,3498,0.02415,2516,0.01737,2843,0.01963,2524,0.01742,2611,0.01802
Drain_results,Linux_0.30,144859,25341,0.17494,2347,0.0162,1657,0.01144,1953,0.01348,1696,0.01171,1752,0.01209
Drain_results,Linux_0.60,144859,19915,0.13748,3333,0.02301,2383,0.01645,2704,0.01867,2412,0.01665,2478,0.01711
Drain_results,Hadoop_0.60,181867,15087,0.08296,1303,0.00716,707,0.00389,508,0.00279,423,0.00233,802,0.00441
Drain_results,Linux_0.20,144859,29731,0.20524,3319,0.02291,2340,0.01615,2715,0.01874,2354,0.01625,2435,0.01681
FT_tree_results,Linux_0.40,144859,23770,0.16409,3170,0.02188,2250,0.01553,2564,0.0177,2265,0.01564,2345,0.01619
FT_tree_results,Linux_0.80,144859,8133,0.05614,2889,0.01994,2025,0.01398,2167,0.01496,2099,0.01449,2120,0.01463
FT_tree_results,Hadoop_0.20,181867,17650,0.09705,4326,0.02379,2399,0.01319,2200,0.0121,1803,0.00991,2494,0.01371
FT_tree_results,Linux_0.70,144859,14931,0.10307,3136,0.02165,2215,0.01529,2486,0.01716,2263,0.01562,2310,0.01595
FT_tree_results,Hadoop_0.90,181867,2472,0.01359,362,0.00199,227,0.00125,226,0.00124,280,0.00154,322,0.00177
FT_tree_results,Hadoop_0.80,181867,4979,0.02738,658,0.00362,373,0.00205,317,0.00174,358,0.00197,468,0.00257
FT_tree_results,Hadoop_0.40,181867,32817,0.18045,3087,0.01697,1932,0.01062,1640,0.00902,1423,0.00782,2027,0.01115
FT_tree_results,Hadoop_0.50,181867,13087,0.07196,1959,0.01077,1083,0.00595,908,0.00499,779,0.00428,1178,0.00648
FT_tree_results,Hadoop_0.10,181867,26474,0.14557,4870,0.02678,2755,0.01515,2558,0.01407,2120,0.01166,2850,0.01567
FT_tree_results,Hadoop_0.30,181867,23223,0.12769,3985,0.02191,2370,0.01303,1978,0.01088,1866,0.01026,2465,0.01355
FT_tree_results,Linux_0.90,144859,5168,0.03568,2751,0.01899,1931,0.01333,2062,0.01423,2017,0.01392,2026,0.01399
FT_tree_results,Hadoop_0.70,181867,7452,0.04097,945,0.0052,524,0.00288,413,0.00227,389,0.00214,619,0.0034
FT_tree_results,Linux_0.10,144859,32064,0.22135,4312,0.02977,2962,0.02045,3341,0.02306,2933,0.02025,3057,0.0211
FT_tree_results,Linux_0.50,144859,23869,0.16477,2974,0.02053,2095,0.01446,2455,0.01695,2116,0.01461,2190,0.01512
FT_tree_results,Linux_0.30,144859,23356,0.16123,3005,0.02074,2075,0.01432,2402,0.01658,2085,0.01439,2170,0.01498
FT_tree_results,Linux_0.60,144859,17489,0.12073,2757,0.01903,1958,0.01352,2265,0.01564,2001,0.01381,2053,0.01417
FT_tree_results,Hadoop_0.60,181867,9943,0.05467,1282,0.00705,660,0.00363,486,0.00267,426,0.00234,755,0.00415
FT_tree_results,Linux_0.20,144859,27176,0.1876,2517,0.01738,1698,0.01172,2036,0.01406,1694,0.01169,1793,0.01238
