algorithm,data,ourAlgrothm_time,lzma_time,gzip_time,bzip2_time,7zip_time,zip_time
LKE_results,HDFS_0.50,4e-05,0.00034,0.00019,0.00017,0.0034,0.00322
LKE_results,HDFS_0.90,4e-05,0.00042,0.00021,0.00017,0.00366,0.00522
LKE_results,Linux_0.20,3e-05,0.00032,0.00018,0.00015,0.00316,0.00331
Spell_results,HPC_0.20,6e-05,0.00033,0.00019,0.00016,0.00323,0.00466
Spell_results,HDFS_0.60,4e-05,0.00041,0.0002,0.00017,0.00417,0.00391
Spell_results,HDFS_0.70,5e-05,0.00059,0.00031,0.00027,0.00491,0.00349
Spell_results,Zookeeper_0.10,0.00018,0.0006,0.00027,0.00023,0.00356,0.00389
Spell_results,Linux_0.40,8e-05,0.00042,0.00019,0.00016,0.00332,0.00314
Spell_results,Linux_0.80,5e-05,0.00034,0.00018,0.00016,0.00317,0.00319
Spell_results,HPC_0.30,6e-05,0.00032,0.00018,0.00016,0.00334,0.0032
Spell_results,Hadoop_0.20,8e-05,0.00058,0.0004,0.00034,0.00682,0.00621
Spell_results,Zookeeper_0.60,0.00017,0.00062,0.00034,0.0003,0.00549,0.00516
Spell_results,Zookeeper_0.30,0.00014,0.00053,0.00031,0.00026,0.00463,0.00416
Spell_results,Zookeeper_0.80,0.00017,0.00038,0.0002,0.00016,0.00392,0.00543
Spell_results,HDFS_0.30,4e-05,0.00035,0.00018,0.00016,0.00547,0.00381
Spell_results,Proxifier_0.30,4e-05,0.00035,0.00019,0.00016,0.00381,0.00357
Spell_results,Proxifier_0.40,4e-05,0.00041,0.00018,0.00015,0.00356,0.00349
Spell_results,HPC_0.50,6e-05,0.00032,0.00018,0.00015,0.00355,0.00337
Spell_results,HPC_0.60,6e-05,0.00031,0.00018,0.00015,0.00425,0.00383
Spell_results,Zookeeper_0.90,7e-05,0.00032,0.00024,0.00015,0.00331,0.00326
Spell_results,BGL_0.40,8e-05,0.00036,0.00018,0.00018,0.00319,0.00353
Spell_results,Zookeeper_0.40,7e-05,0.00073,0.00041,0.00034,0.00428,0.0057
Spell_results,HDFS_0.40,8e-05,0.00073,0.00039,0.00033,0.00496,0.0045
Spell_results,HDFS_0.10,8e-05,0.00061,0.00033,0.00029,0.00353,0.00354
Spell_results,Linux_0.70,9e-05,0.0005,0.00028,0.00024,0.00348,0.00424
Spell_results,Hadoop_0.90,0.00014,0.00048,0.00026,0.00023,0.00362,0.00402
Spell_results,BGL_0.50,9e-05,0.00039,0.00023,0.00019,0.00372,0.00359
Spell_results,Proxifier_0.10,6e-05,0.00035,0.0002,0.00016,0.00337,0.00326
Spell_results,Hadoop_0.80,0.0001,0.00033,0.00024,0.00015,0.00321,0.00324
Spell_results,Proxifier_0.90,4e-05,0.00035,0.00018,0.00015,0.0032,0.00303
Spell_results,Zookeeper_0.70,8e-05,0.00034,0.00018,0.00015,0.00321,0.00331
Spell_results,Zookeeper_0.50,7e-05,0.00035,0.00018,0.00016,0.00332,0.00321
Spell_results,Proxifier_0.80,4e-05,0.00036,0.0002,0.00017,0.00319,0.00336
Spell_results,HPC_0.80,6e-05,0.00034,0.00018,0.00016,0.00319,0.003
Spell_results,BGL_0.10,8e-05,0.00032,0.00018,0.00016,0.00329,0.00316
Spell_results,Hadoop_0.40,7e-05,0.00038,0.00018,0.00015,0.00335,0.00332
Spell_results,HPC_0.90,5e-05,0.00034,0.00019,0.00016,0.00332,0.00324
Spell_results,Hadoop_0.50,0.0001,0.00033,0.00018,0.00016,0.00341,0.00329
Spell_results,Hadoop_0.10,7e-05,0.00032,0.00018,0.00015,0.00372,0.00334
Spell_results,Hadoop_0.30,8e-05,0.00036,0.00018,0.00016,0.00325,0.00326
Spell_results,Linux_0.90,5e-05,0.00034,0.00018,0.00015,0.00311,0.00316
Spell_results,Hadoop_0.70,0.0001,0.00033,0.00018,0.00015,0.00321,0.00371
Spell_results,Proxifier_0.50,4e-05,0.00034,0.00018,0.00015,0.0032,0.00306
Spell_results,Linux_0.10,6e-05,0.00045,0.00019,0.00016,0.00323,0.00317
Spell_results,BGL_0.20,6e-05,0.00033,0.00019,0.00015,0.00331,0.0031
Spell_results,Zookeeper_0.20,0.00011,0.00034,0.00028,0.00017,0.00341,0.00327
Spell_results,Proxifier_0.60,4e-05,0.00035,0.0002,0.00017,0.00329,0.00332
Spell_results,BGL_0.90,7e-05,0.00031,0.00019,0.00016,0.0033,0.00322
Spell_results,Linux_0.50,5e-05,0.00032,0.00018,0.00015,0.00387,0.00383
Spell_results,HPC_0.40,6e-05,0.0004,0.0002,0.00017,0.00366,0.00344
Spell_results,BGL_0.60,7e-05,0.00035,0.00019,0.00016,0.00322,0.00317
